timestamp,git_commit,git_dirty,vivado_version,bitstream_sha256,board_id,net,layer,clock_mhz,source,duration_s,num_inferences,channel,B,s,m,values_checked_exact,values_checked_saturated,mismatches,first_mismatch_v,m_rne,delta_from_rne,mismatches_rne,candidates_tried,sat_seed,ref_float_vs_exact_diffs
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,45,32,41,3414786092,167433,1000004,0,,3414786092,0,0,1,"default_rng([20260924, 0, 2, 45])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,46,32,41,3249496060,175949,1000004,0,,3249496060,0,0,1,"default_rng([20260924, 0, 2, 46])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,47,32,40,2405930409,118821,1000004,0,,2405930409,0,0,1,"default_rng([20260924, 0, 2, 47])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,48,32,41,2889608652,197863,1000004,0,,2889608652,0,0,1,"default_rng([20260924, 0, 2, 48])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,49,32,40,2798800816,102141,1000004,0,,2798800816,0,0,1,"default_rng([20260924, 0, 2, 49])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,50,32,41,3577898621,159799,1000004,0,,3577898621,0,0,1,"default_rng([20260924, 0, 2, 50])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,51,32,41,3486536520,163987,1000004,0,,3486536520,0,0,1,"default_rng([20260924, 0, 2, 51])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,52,32,41,3788397982,150921,1000004,0,,3788397982,0,0,1,"default_rng([20260924, 0, 2, 52])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,53,32,41,3500516918,163331,1000004,0,,3500516918,0,0,1,"default_rng([20260924, 0, 2, 53])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,54,32,41,2621019477,218139,1000004,0,,2621019477,0,0,1,"default_rng([20260924, 0, 2, 54])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,55,32,41,3413299874,167505,1000004,0,,3413299874,0,0,1,"default_rng([20260924, 0, 2, 55])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,56,32,41,3052360290,187313,1000004,0,,3052360290,0,0,1,"default_rng([20260924, 0, 2, 56])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,57,32,41,3828320129,149347,1000004,0,,3828320130,-1,2,3,"default_rng([20260924, 0, 2, 57])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,58,32,41,2893180438,197619,1000004,0,,2893180438,0,0,1,"default_rng([20260924, 0, 2, 58])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,59,32,41,2789579411,204957,1000004,0,,2789579411,0,0,1,"default_rng([20260924, 0, 2, 59])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,60,32,41,3642503708,156965,1000004,0,,3642503708,0,0,1,"default_rng([20260924, 0, 2, 60])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,61,32,41,2764052476,206851,1000004,0,,2764052476,0,0,1,"default_rng([20260924, 0, 2, 61])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,62,32,41,2622382378,218025,1000004,0,,2622382378,0,0,1,"default_rng([20260924, 0, 2, 62])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,63,32,40,2613539544,109381,1000004,0,,2613539544,0,0,1,"default_rng([20260924, 0, 2, 63])",0
